source,url,published,title,summary,text,companies,tickers,mapped_tickers,percentages,currency_values,events,sentiment_label,sentiment_score
cnbc,https://www.cnbc.com/2026/09/15/china-august-retail-sales-industrial-output-investment-exports-.html,"Tue, 15 Sep 2026 05:41:14 GMT","China's August retail sales miss forecast while investment slump deepens, piling pressure on Beijing","China's investment slump deepened, retail sales growth slowed further in August while industrial output blew past estimates as Beijing warns of supply-demand imbalance.","China's investment slump deepened and retail sales growth slowed further in August, while industrial output topped estimates with authorities warning of acute supply-demand imbalance at home. Retail sales grew 0.4% in August from a year earlier, data from National Bureau of Statistics showed on Tuesday, slowing from 0.6% in the prior month and missing economists' forecast for a 0.8% growth in a Reuters poll. Industrial output expanded 5.2% last month, accelerating from 4.5% growth in July and outperforming economists expectations for a 4.8% rise. For the first eight months of the year, urban fixed-asset investment, which covers property and infrastructure investment, shrank 7.2% from a year earlier, steepening from 6.7% decline in the January-to-July period, matching analysts' expectations. The urban survey-based unemployment rate in August ticked up to 5.3% from 5.2% in July, and unchanged from the same period last year. NBS spokesperson Fu Linghui attributed the uptick in unemployment to the graduation season, while highlighting stable employment in manufacturing, good prospects for tech jobs and growth in the hospitality and catering sectors. ""We should be aware that the adverse impact of (the) external environment has intensified,"" the statistics bureau said in an English-language release. It noted ""acute"" imbalance domestically between ""strong supply and weak demand,"" adding that some businesses still faced operational difficulties. In the statement, the NBS called for stepping up macro-policy adjustments and boosting domestic demand, while advancing industrial upgrades for ""innovation-led"" development. While growth in the world's second-largest economy slowed to 4.3% in the second quarter, the weakest pace in more than three years, policymakers have so far resisted more aggressive stimulus, relying instead on incremental measures to shore up growth. ""The market is waiting for the fiscal policy to become more supportive in Q3,"" said Zhiwei Zhang, president at Pinpoint Asset Management, after tepid growth in the second quarter. He expects the economy to continue facing downside risks as fiscal support takes time to take effect. Beijing has stepped up government bond issuance and expanded loan-interest subsidies for small private businesses and consumers in recent weeks, while the central bank has pledged more policy support without signaling an explicit rate cut. Efforts to fire up appetite for new debt have, however, fallen short. China's credit expansion in August missed forecasts by a wide margin, with government bond financing unable to offset sluggish corporate and household demand. New bank loans expanded by just 60 billion yuan ($8.95 billion), versus a roughly 400 billion yuan forecast and down from 590 billion yuan a year earlier, while outstanding loan growth slowed to a record-low 4.9%. Oxford Economics estimates third-quarter growth at 4.3%, posing downside risks to its 4.7% annual growth target and veering further from Beijing's annual target of 4.5% to 5%. Weak consumption and the property slump remained the biggest drags on growth, even as exports and high-tech manufacturing added some momentum, it added. A team of economists led by Raymond Yeung, China economist at ANZ Research, said in a note earlier this month that ""September could represent an important policy window to revive business confidence ahead of October's Golden Week holidays."" More fiscal support is needed, but a policy rate cut remains unlikely, they added. Analysts, however, expect that Beijing is unlikely to ramp up stimulus meaningfully as long as export growth remains strong enough to power the economy to land within the target range. A global investment boom in artificial intelligence has lifted demand for Chinese semiconductors and tech hardware. The country's massive oil stockpiles have also offered a further buffer against surging energy prices, allowing the world's biggest crude importer to scale back oil purchases. China's official ","Beijing China, National Bureau of Statistics, Pinpoint Asset Management, Oxford Economics, ANZ Research",,,"0.4%, 0.6%, 0.8%, 5.2%, 4.5%, 4.8%, 7.2%, 6.7%, 5.3%, 4.3%, 4.9%, 4.7%, 5%",$8.95,forecast,negative,-0.8306365292519331
cnbc,https://www.cnbc.com/2026/09/14/samsung-euclyd-ai-chip-funding.html,"Mon, 14 Sep 2026 23:30:02 GMT",Samsung backs Nvidia AI chip rival in $230 million funding round as GPU alternatives boom,"Dutch startup Euclyd raised the funding in a round co-led by Samsung, Somerset Capital Partners, the Scaleup Europe Fund and Innovation Industries.","Samsung has backed a Dutch AI chipmaker in a $231 million funding round, amid a boom in investment in alternatives to Nvidia's graphic processing units. Euclyd CEO Bernardo Kastrup told CNBC exclusively that the company's 200-million-euro Series A drew backing from Somerset Capital Partners, the Scaleup Europe Fund managed by EQT and Innovation Industries, which all co-led the round alongside Samsung. The startup, founded in 2024, is designing an AI chip system, with different architecture to GPUs, for inference, including the processor and memory architecture. Nvidia became the world's most valuable company after its GPUs, originally designed for gaming, were repurposed for training and using AI models, known as inference. The company has developed a near monopoly over the market for the highest-end chips, but some hyperscalers, alongside startups, are looking to develop their own processors for AI workloads. OpenAI announced in August that its first AI chip, the Jalapeño, had ""industry-leading speed and efficiency."" Google, AWS and Meta are all also developing their own AI chips. ""AI is becoming a foundation of economic growth, scientific discovery and national competitiveness, but its potential will remain constrained unless we fundamentally change the infrastructure beneath it,"" said Kastrup. Euclyd's systems have yet to be proven at scale in commercial deployments. But the company said its silicon systems for foundational models will reduce the energy needs and costs of AI data center infrastructure, which is seeing a funding boom. The company is targeting two revenue streams: selling hardware and physical rack systems to enterprise customers who want secure self-hosted AI inference, and selling its intellectual property to companies that want to develop their own chips based on pre-existing tech. ""Samsung can help us in more ways than money,"" said Kastrup. ""They are one of the biggest memory manufacturers in the world. They do a lot of engineering, they know a lot about systems, they know the supply chain, they have a huge network."" Euclyd aims to begin rolling out its physical chip systems in 2028, with thousands of enterprise customers being served by 2030, Kastrup told CNBC.","Samsung, Nvidia AI, Somerset Capital Partners, Innovation Industries, Jalapeño, Kastrup. Euclyd, Google, Meta",,,,$231,,neutral,0.2637289585545659
cnbc,https://www.cnbc.com/2026/09/14/broadcom-ceo-on-anthropics-slowdown-push-ai-revenue-targets-havent-changed.html,"Mon, 14 Sep 2026 22:43:25 GMT","Broadcom CEO addresses Anthropic's slowdown push, says AI revenue targets haven't changed",Broadcom CEO Hock Tan said demand for AI infrastructure remains strong despite growing concerns about increasingly powerful models.,"Broadcom CEO Hock Tan on Monday brushed off concerns about what a potential slowdown in frontier AI model development could mean for the chipmaker's business, telling CNBC that the company stands by its long-term revenue targets. Tan's comments came as investors were rattled by Anthropic CEO Dario Amodei's weekend essay advocating for a moderation in the pace of model development. Amodei's message, which received support from OpenAI CEO Sam Altman and Elon Musk, prompted investors in AI infrastructure providers to reconsider their expectations for compute demand during Monday's session. Shares of Broadcom — whose custom-chip business counts Anthropic as one of its most important customers — fell 4.8%. A broad basket of chip stocks, the iShares Semiconductor ETF, fell 5.6%. The stocks of companies selling other data-center components were also hit hard. ""No, not in the least,"" Tan said on ""Mad Money,"" when Jim Cramer asked whether anything in the AI slowdown debate has caused him to reconsider Broadcom's fiscal 2027 and 2028 AI semiconductor forecasts. ""We see the demand for compute infrastructure, for AI development or AI frontier models, and inference for the products that they feed to the world, as continuing to be very strong and, I believe, very durable."" On Broadcom's fiscal 2026 third-quarter earnings call on Sept. 2, Tan forecast AI semiconductor revenue of $115 billion in fiscal 2027, before doubling again to $230 billion in fiscal 2028. The better-than-expected target for 2028 was one of the bright spots in Broadcom's earnings report. Broadcom's AI revenue consists of both custom AI accelerators and networking chips used in AI systems. Tan also said Anthropic is on track to become Broadcom's largest custom chip customer in 2027 and sustain that designation in 2028 — illustrating why Broadcom investors are so sensitive to Amodei's commentary. Google has historically been considered Broadcom's biggest custom customer, co-designing Google's tensor processing units. In Monday's CNBC interview, Tan was particularly optimistic about demand for inference, the day-to-day usage of AI models after they've been trained. ""I don't know about training, but when you want to productize inference, I see it continuing to be very, very strong,"" Tan said. Amodei's weekend essay intensified the debate over whether the AI industry is moving too quickly in developing powerful models. Amodei proposed a three-step plan to slow the pace of development without ""sacrificing commercial advantage or the United States' lead in AI."" Tan said he agrees with Amodei about the need for some restrictions on AI, but he suggested he was less alarmed about where the technology is headed. ""Like any tool, it's important to put governances, safeguards on how we use the tool,"" Tan told Cramer. However, Tan argued, ""It's not a live animal that will run wild by itself."" Tan instead emphasized AI's potential to boost productivity. ""AI, generative AI, the creation of those frontier models ... will create huge value,"" Tan said, likening it to the Industrial Revolution that began in England in the 18th century. ""It is still at the end of the day a tool that will make our society, humanity, reach a better level of living,"" Tan said. Sign up now for the CNBC Investing Club to follow Jim Cramer's every move in the market. Questions for Cramer? Call Cramer: 1-800-743-CNBC Want to take a deep dive into Cramer's world? Hit him up! Mad Money Twitter - Jim Cramer Twitter - Facebook - Instagram Questions, comments, suggestions for the ""Mad Money"" website? madcap@cnbc.com","OpenAI, Google",,,"4.8%, 5.6%","$115, $230",earnings,neutral,-0.07869752869009972
cnbc,https://www.cnbc.com/2026/09/14/as-the-oil-surge-continues-trader-mike-khouw-sees-more-upside-in-this-surging-name.html,"Mon, 14 Sep 2026 17:16:23 GMT","As the oil surge continues, trader Mike Khouw sees more upside in this surging name",Michael Khouw breaks down how he's trading this energy name.,"There's a new crude reality on Wall Street. If you want to know where stocks are going, look no further than the oil market. European Central Bank President Christine Lagarde said Thursday, ""If I had talked to you about refining margins six months ago, we wouldn't have known what we are really talking about, now whether you call it the crack spread or the refining margin, on liquid fuel, now we all know what it's about."" Earlier in the week, BoE Governor Andrew Bailey was apparently educating UK politicians on oil markets. Oil accounts for 40% of global energy production and 96% of transportation fuel. The absurdity of policymakers learning about oil markets now only highlights why investors shouldn't focus on internal debates about which monetary levers to push and pull. Here's the gist of it. For the global economy to function, copious amounts of oil — 100 million barrels a day of the stuff — must be found, extracted, transported, refined into usable products and delivered to customers. That immense and complicated market does that automatically when producers and consumers are left to their own devices. Nearly 1% of the global workforce works in the space, from drilling wells to pumping gas. Another 2% of the global workforce is employed indirectly — heavy equipment and ships, for example, don't build themselves. Policymakers' ignorance of oil market mechanics becomes clear only when geopolitics enters the picture and blows it all to hell, either figuratively or literally. Global energy markets have taken significant disruptive geopolitical hits in recent years. The nationalization of Venezuelan oil/PDVSA by the Chavez/Maduro regimes, the sabotage of the Nord Stream pipelines, the Russia/Ukraine war, the current conflict in the Middle East, Iranian attacks in the Strait of Hormuz, and the Houthis attacks in the Red Sea and, in the past several days, on Saudi pipelines in the region. As renowned energy trader John Arnold observed, the underlying supply posture was already bullish. Every passing day increases the needed investment, which oil companies can afford as oil prices have skyrocketed. Years of restrained investment, declining mature fields and pressure on spare capacity won't be solved by monetary policy or by drawing down inventories indefinitely — they're largely empty now anyway. The biggest beneficiaries of the current disruption are the refiners. The crack spreads are the refiners' margins have never been wider. Those companies will continue to see record profits for several years, but their share prices are also at record highs, and eventually (hopefully?) refining capacity will catch up to demand, and product prices will come in. Meanwhile, many oil service companies have rallied but are not yet trading at all-time highs. As semis benefit from AI-related capex, oil service companies benefit from investment in increasing oil production, and SLB is the largest of these. For exposure, I like longer-dated long calls financed by shorter-dated short strangles. Disclosures: Tidal owns/holds all the securities mentioned in the article. All opinions expressed by CNBC Pro contributors are solely their opinions and do not reflect the opinions of CNBC, or its parent company or affiliates, and may have been previously disseminated by them on television, radio, internet or another medium. This content is provided as part of our editorial output for informational purposes only and does not constitute financial, investment, tax or legal advice or a recommendation to buy any security or other financial asset. The content is general in nature and does not reflect any individual's unique personal circumstances. The above content might not be suitable for your particular circumstances. Before making any financial decisions, you should strongly consider seeking advice from your own financial or investment advisor. THIS CONTENT IS PROVIDED FOR INFORMATIONAL PURPOSES ONLY AND DOES NOT CONSTITUTE FINANCIAL, INVESTMENT, TAX OR LEGAL A","European Central Bank, BoE",,,"40%, 96%, 1%, 2%",,,neutral,-0.3256677743047476
cnbc,https://www.cnbc.com/2026/09/14/the-stock-market-could-do-something-strange-this-week-after-the-fed-decision.html,"Mon, 14 Sep 2026 19:49:23 GMT",The stock market could do something strange this week after the Fed decision,Odds of more interest rate hikes coming this year have grown.,"This week, the stock market could do something unusual: rally on a rate hike. Wall Street is expecting that the Federal Reserve will raise rates this week after Chairman Kevin Warsh's tough speech against inflation at Jackson Hole last month was followed by a series of hot inflation reports, a spike in oil prices and a surge in expectations for a quarter-point increase. The market is now pricing in a 90% likelihood that the federal funds rate — which serves as a baseline for other borrowing costs such as mortgages — will rise 3.75% to 4.00% following Wednesday's decision, according to the CME FedWatch Tool. The probability of two more increases coming, in October and December, have also spiked, fed funds futures pricing shows. What's unusual, however, is the possibility that the stock market could actually rise in that scenario, which the major averages treated as positive on Friday. Typically, stocks fall on the prospect of higher rates because they raise borrowing costs and lower the value of future earnings. But the prospect of worsening inflation, and the upward pressure that is adding to longer-dated Treasury yields, has traders shifting their priorities to the bond market first. ""It's the signaling impact and the net impact on the long end of the curve that would end up being the positive thing for equity markets,"" said Scott Ladner, chief investment officer at Horizon. ""That's the unusual setup today."" Investors are hoping a rate hike or two from the Fed will tame pricing pressures and keep long-term bond yields anchored. On Monday, the 10-year Treasury yield hit 5% for the first time since 2023, a development that also hurt equities. The major averages were down across the board at that same time. Dovish or hawkish hike? Part of the market reaction may come down to which Warsh shows up at the press conference: the July Fed chief who was vague about the central bank's commitment to tackling inflation, or the Jackson Hole leader who was clear the Fed will do whatever it could do bring inflation down. If the Fed chair continues to sound tough against inflation, and restores credibility, as he did in August at the Wyoming gathering, the market may immediately pull forward rate expectations. Bank of America Securities' rates strategist Mark Cabana said he expects 2-year Treasury yields would rise 5 to 10 basis points, while the 30-year rates fall just as much. But a dovish press conference in which Warsh implies the hike was unpopular, or that only a few hikes will follow, may confuse investors and send longer-dated bond yields higher. Cabana said he expects 2-year yields to fall by 5 basis points, and 30-year rates to rise by 5 basis points in this scenario. ""Fed faces simple choice at Sept FOMC: hike or risk large bond spike,"" Cabana wrote. ""If the Fed does not hike with current pricing, it risks a sharp and disorderly [U.S. Treasury] long end move."" Stock reaction Typically, the start of a new hiking cycle is a bad sign for stocks. A look at the S&P 500 following the initial rate hikes of six tightening cycles over the last 30-plus years showed that the broader index drops immediately in the month afterward, losing an average 3.4%, according to Canaccord Genuity analyst Michael Graham. Over the following two to three months, the S&P 500 continues to perform poorly, though the results over the longer term start to improve, the analyst said. However, if the Fed is able to restore confidence in its commitment to tackling inflation, it could relieve some of the pressure in the bond market, which could then also relieve stocks. JPMorgan's Mislav Matejka said he expects that much of the normalization of bond yields is already behind investors, which could clear the way for further upside for equities through the end of the year. ""Much of the repricing has reflected the rebuilding of a previously compressed term premium, not a signal that inflation is about to spiral,"" Matejka wrote. ""The marginal upside pressure from this chan","What, JPMorgan, Horizon, Bank of America Securities', U.S. Treasury, Canaccord Genuity",,,"90%, 3.75%, 4.00%, 5%, 3.4%",,,negative,-0.6830226182937622
cnbc,https://www.cnbc.com/2026/09/14/not-all-tech-is-under-fire-in-monday-selling-investors-seek-out-defensives.html,"Mon, 14 Sep 2026 21:26:56 GMT","Not all tech is under fire in Monday's selling, while investors seek refuge in defensive stocks","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.","Every weekday, the CNBC Investing Club with Jim Cramer releases the Homestretch — an actionable afternoon update, just in time for the last hour of trading on Wall Street. The S & P 500 and Nasdaq moved lower due to AI safety concerns Monday but rebounded from their worst levels of the session. One reason for the intraday bounce could be the action in the bond market. Stocks were trading near their lowest levels of the session as the 10-year Treasury yield topped 5% — a key psychological level and one that has not been breached since October 2023. But then buyers of that attractive 5% yield came in, pushing Treasury prices up and yields down, per their inverse relationship. That ignited a recovery in the broader stock market, which brought the S & P 500 and Nasdaq up towards the flat line. Oil prices paring their Monday gains also took some pressure off stocks. However, the U.S. oil benchmark, West Texas Intermediate crude , still settled above $100 per barrel on the day. So, in the run-up to the Federal Reserve's two-day September meeting on Tuesday and Wednesday, inflation worries persisted, and market odds for an interest rate hike were over 92%, according to the CME FedWatch tool. AI infrastructure stocks led the market lower on the uncertainty created by Anthropic CEO Dario Amodei's weekend essay calling for an industry-wide slowdown in the advancement of new AI models. We did nibble on some Micron shares in the afternoon as the AI trade stabilized. One thing to keep in mind with all the swirling headlines is that the AI buildout has been supply constrained. Even if new guardrails against AI model advancement are put in place, a temporary slowdown could allow the supply chain to catch up to demand. Hyperscalers and cybersecurity were winners . Meta Platforms , Alphabet , and Microsoft were rallying on the view that a slower AI buildout could reduce the need to keep raising capital expenditure expectations. Lower capex would give cash flow more time to catch up and reduce the need to repeatedly tap the debt markets to fund AI investments. We're not sure whether hyperscalers would actually cut capex, but that's the possibility the market was pricing in on Monday. Amazon would probably be rallying, too, if it didn't have such a large retail component to its business. CrowdStrike and Palo Alto Networks were our biggest winners Monday, up around 14% each, on the thought that worries about AI safety only reinforce what we've been saying all along — AI advances increase the need for cybersecurity. CrowdStrike CEO George Kurtz joins Jim Cramer later on a special ""Mad Money"" from San Fransciso. Outside technology, the market rotated into traditional defensive stocks that are less tied to the broader economy and the data center buildout. Those include names like Johnson & Johnson and Eli Lilly in pharma and Kimberly-Clark and Costco in consumer staples. These defensive companies are better positioned to hit their numbers if a Fed rate hike slows the economy than the high-flyers in tech, which is why we like them from a diversification standpoint. Dave & Buster's leads after-the-bell earnings . There are no major quarterly reports before the opening bell on Tuesday. There are no major economic releases on Tuesday, either, as the Fed kicks off the first day of its policy meeting. (See here for a full list of the stocks in Jim Cramer's Charitable Trust, including META, GOOGL, MSFT, AMZN, CRWD, PANW, JNJ, LLY, KMB, COST.) As a subscriber to the CNBC Investing Club with Jim Cramer, you will receive a trade alert before Jim makes a trade. Jim waits 45 minutes after sending a trade alert before buying or selling a stock in his charitable trust's portfolio. If Jim has talked about a stock on CNBC TV, he waits 72 hours after issuing the trade alert before executing the trade. THE ABOVE INVESTING CLUB INFORMATION IS SUBJECT TO OUR TERMS AND CONDITIONS AND PRIVACY POLICY , TOGETHER WITH OUR DISCLAIMER . NO FIDUCIARY OBLIGATION OR DUTY EXISTS,","Buster, Meta, Alphabet, Microsoft, Amazon, CrowdStrike, Micron, Meta Platforms, Palo Alto Networks, Johnson & Johnson, Eli Lilly, Kimberly-Clark, Costco, Dave & Buster, AMZN, CRWD, JNJ","META, GOOGL, MSFT, AMZN, CRWD, JNJ",,"5%, 92%, 14%",$100,,neutral,-0.3245733706280589
cnbc,https://www.cnbc.com/2026/09/14/bank-of-america-bac-q3-investment-banking-fees.html,"Mon, 14 Sep 2026 20:34:23 GMT",Bank of America expects third-quarter investment banking fees to fall more than 10%; shares slide,The muted outlook from the country's second-largest bank by assets could be an early signal that Wall Street's AI boom might have hit turbulence.,"Bank of America is seeing a far more subdued few months for its Wall Street advisory and trading businesses after a blockbuster second quarter, CEO Brian Moynihan told analysts Monday. Investment banking fees will likely decline by more than 10% in the third quarter from the year-earlier period, while trading revenue will be roughly flat, Moynihan said at a conference. That compares to a second quarter in which the bank posted a 50% jump in investment banking fees and a 33% jump in trading revenue. ""What we're seeing is the market generally in investment banking is down 10%,"" Moynihan said, citing Dealogic data. ""We're not as well positioned in some of the businesses that have more activity, so we'll be down probably a bit more than that."" Bank of America shares were down 5% in afternoon trading Monday following Moynihan's comments. The muted outlook from the country's second-largest bank by assets could be an early signal that Wall Street's AI-fueled advisory and trading boom might have hit turbulence. While Moynihan pointed to a robust deal pipeline, particularly in middle-market investment banking, the projected double-digit decline in investment banking may make investors wonder if the industry's surge in capital markets activity will prove short-lived. Later Monday, Citigroup CFO Gonzalo Luchetti told analysts that investment banking is tracking for ""low-single-digit"" revenue growth in the third quarter, while trading was heading for ""mid-single-digit"" revenue growth. Those figures could climb if Citigroup's bankers and traders end the quarter on a strong note, he said. ""September is a key month,"" Luchetti said. ""These few weeks are very meaningful.""","Bank of America, Dealogic, Citigroup, Citigroup CFO, Luchetti",,BAC,"10%, 50%, 33%, 5%",,,negative,-0.9584558168426156
cnbc,https://www.cnbc.com/2026/09/14/which-matters-more-to-stocks-the-bond-market-or-ai-risks-the-volatility-gauge-might-offer-an-answer.html,"Mon, 14 Sep 2026 18:01:37 GMT",Which matters more to stocks: the bond market or AI risks? The volatility gauge might offer an answer,Volatility measured by the Cboe VIX Index jumped to 18 Monday.,"When it comes to two of the main threats to the U.S. stock market right now, traders in the options pits are making it clear which boogeyman is scarier and and potentially more disruptive to the AI trade. Volatility measured by the Cboe VIX Index jumped to 18 Monday and options trading on the gauge surged to more than double the 30-day average volume as semiconductors and data-center stocks dragged on the S&P 500 Index. Their poor action followed a renewed debate among tech leaders and politicians over whether the artificial intelligence buildout is happening too fast. By midday, three of the top five VIX contracts to buy were calls, and the biggest trade of the day was someone purchasing at least $3.6 million of the 31-strike calls expiring mid-November. It was close to the opposite on Friday, when the 'VIX' erased two days of gains despite inflation data that sent the odds of an interest-rate hike by the Federal Reserve at this week's meeting to 90%. By the close on Friday, options on the S&P 500 were pricing a swing of 0.8% into weekly contracts expiring Sep. 18, below the 50th percentile of volatility expected for weeks with an FOMC meeting, according to analysis published by New York-based options manager Carrick Lane. VIX touched a year-to-date low below 14 this month as odds of an interest-rate hike steadily climbed. Combined with the drop in VIX after inflation Friday, it's a sign the market is getting comfortable with higher rates, said John Marshall, principal at Carrick Lane. ""It seems right now people in the equity market think FOMC is decided and care a lot more about AI,"" Marshall said in a call. ""Tech risks and interest-rate risks typically are related because they're long-duration assets but maybe AI's time is right now, profits are right now, so people aren't pricing it as this distant future."" It's important to note that interest-rate volatility is not absent from markets overall. The Merrill Lynch Option Volatility Estimate (MOVE) Index, a gauge of volatility in U.S. Treasuries added 10 points last week to a 92nd percentile high, according to a note from Cboe head of derivatives market intelligence Mandy Xu. By the same token, options pricing for volatility in rate-sensitive groups like the iShares 7-10 Year Treasury Bond ETF (IEF) and the Vanguard Real Estate Index Fund ETF (VNQ) are in the upper 90th and 80th percentiles, according to Marshall's analysis. Yet the volatility pricing for bonds doesn't seem to be a factor for stocks. Odds of a hike on Wednesday's meeting extended to above 91 percent by midday as equity prices firmed.","Cboe, U.S. Treasuries",,,"90%, 0.8%",$3.6,,positive,0.2218232825398445
cnbc,https://www.cnbc.com/2026/09/14/clarity-act-senate-vote-crypto-regulation.html,"Mon, 14 Sep 2026 20:54:48 GMT",Trump agrees to ethics requirements in crypto Clarity Act as GOP seeks Democratic votes,Community banks fear customers will withdraw deposits to buy stablecoin crypto assets that could pay higher yields.,"President Donald Trump agreed to support some new ethics restrictions in long-awaited crypto market structure legislation set for a preliminary Senate vote on Tuesday. But it remains unclear whether the measure, known as the Clarity Act, has enough votes to advance in the Senate as last-minute lobbying by banks and the cryptocurrency industry intensifies. The Clarity Act, which would establish a new regulatory structure for cryptocurrencies and other digital assets, has languished in the Senate for months. The bill cleared the Senate Banking Committee in May, but has stalled as Senate leaders have struggled to wrangle the 60 votes needed for approval. With full attendance, at least seven Democrats would need to support the measure to escape the filibuster. A range of issues have slowed the process and could put the outcome of Tuesday's vote, which would end debate and allow the Senate to begin moving toward passage, in doubt. Banks warn they cannot support the bill unless it includes a fix to stop interest-like payments on stablecoins, which they say could cause customers to pull deposits and place them in high-yield crypto accounts. And Democrats, only two of whom voted to advance the bill out of committee, have said they cannot support the bill unless it includes stronger ethics language to prevent Trump, his family and officials from profiting from crypto ventures. Republican leaders on the bill released an update to the measure late Sunday that they say reflects their final offer to meet Democratic demands. The updated text includes what the Republicans say represents large parts of a crypto ethics agreement brokered by Sens. Thom Tillis, R-N.C., and Ruben Gallego, D-Ariz., that Trump has now agreed to. That includes a key Democratic ask to allow state attorneys general to enforce ethics requirements on federal officials. The bill now also includes a compromise on stablecoin yield aimed at appeasing banking interests by directing the Treasury secretary to restrict rewards if deposit flight from community banks occurs on a substantial scale. Tuesday's preliminary vote is a put-up-or-shut-up moment for the crypto bill. Supporters are hopeful they can scrape enough support to keep the bill alive. Sen. Cynthia Lummis, R-Wyo., one of the leaders of the bill, in a statement after releasing the updated legislation, said, ""This text is truly bipartisan and includes more than 120 of Democrats' demands. ""A no vote on Tuesday means opposing real ethics reforms on politicians' personal investments, handing American leadership in digital assets to our foreign competitors, and leaving Americans with zero protections in the digital asset markets,"" Lummis said. ""Democrats got what they wanted; now they need to take yes for an answer."" Many Democrats oppose the bill, largely because of the lack of ethics language they say must address Trump and his family's profiting off of crypto ventures. ""I can assure you that I'm not hearing from my constituents that their No. 1 concern is to pass the Clarity Act,"" Sen. Chris Van Hollen, D-Md., said in a Sunday video on X. ""This is a bill that is masquerading as a way to create good regulation and protection for consumers with respect to cryptocurrency, but it has some big problems that have not been fixed,"" Van Hollen said. Van Hollen said in his post that ""We can't let this pass."" Still, the Clarity Act appears to be a jump ball at this point. A Democratic aide familiar with the negotiations said when it comes time for the preliminary vote, enough Democrats may support keeping the bill alive. The aide, speaking on condition of anonymity to discuss private negotiations, said Senate Majority Leader John Thune, R-S.D., has pitched the vote as a ""free vote,"" meaning that the vote is merely to keep the bill moving and the measure will be amended and voted on again before final passage to address lingering concerns. Sen. Bernie Moreno, R-Ohio, one of the leaders of the bill who was financially backed by cr","Community, Coinbase, Tillis",,,,,,neutral,0.027535855770111084
investing,https://www.investing.com/news/stock-market-news/why-is-minimax-stock-sliding-today-93CH-4900792,2026-09-15 05:35:45,Why is MiniMax stock sliding today?,,Why is MiniMax stock sliding today?.,MiniMax,,,,,,negative,-0.9121125880628824
investing,https://www.investing.com/news/stock-market-news/why-is-zai-stock-sliding-today-93CH-4900786,2026-09-15 05:28:38,Why is Z.AI stock sliding today?,,Why is Z.AI stock sliding today?.,,,,,,,negative,-0.8769601937383413
financial_times_rss,https://www.ft.com/content/5e2327aa-dbd0-4a79-8c99-622a893876d7?syn-25a6b1a6=1,"Tue, 15 Sep 2026 07:12:50 GMT",Ten-year Treasury yield hits highest since 2007,Benchmark 10-year hits 5.03% as investors continue to sell government debt in expectations of Fed rate increase,Ten-year Treasury yield hits highest since 2007. Benchmark 10-year hits 5.03% as investors continue to sell government debt in expectations of Fed rate increase,,,,5.03%,,,positive,0.5092165917158127
theblock,https://www.theblock.co/news/business/2026-09-15-coinex-shut-down-414788,"Tue, 15 Sep 2026 06:22:17 +0000","Crypto exchange CoinEx to shut down after 9 years, citing market slump","The exchange blamed a long market slump, shrinking volume and liquidity, and rising regulatory and compliance costs.","Crypto exchange CoinEx to shut down after 9 years, citing market slump Quick Take - CoinEx announced it will wind down operations after nine years, with most exchange services ceasing on Sept. 29. - The exchange blamed a long market slump, shrinking volume and liquidity, and rising regulatory and compliance costs. Crypto exchange CoinEx announced that it is shutting down after nine years, citing operational difficulties. The exchange will stop accepting new registrations from Sept. 15, while withdrawals will remain open until Dec. 22, according to its announcement. Most exchange services will cease by Sept. 29. Any unwithdrawn assets after Sept. 29 may be sold into USDT. After Dec. 22, the remaining USDT on the platform will be moved to an independent custody that will charge a monthly fee of 5% of the original balance. The deadline for custody claims is Aug. 22, 2028. In a Monday announcement, the Seychelles-based exchange cited the prolonged market downturn, shrinking industry volume and liquidity, and rising regulatory requirements and compliance costs as key reasons for the decision. Hard truth ""After much reflection, I have come to accept a hard truth,"" CoinEx Founder and CEO Haipo Yang wrote on X. ""The security and compliance risks of running a crypto exchange have become increasingly difficult to contain."" Yang added that he seriously considered selling the trading platform but ultimately decided against it because he wanted a ""clean ending."" ""Nine years, millions of users. I did not turn CoinEx into the 'great' exchange I once hoped it would become,"" Yang said. ""But I can give it a decent ending: making sure users can withdraw their assets in full, giving my employees a dignified farewell."" While serving users in more than 200 countries and regions, CoinEx left the U.S. market in 2023 after settling a lawsuit filed by the New York attorney general, which accused the exchange of operating without proper registration. Earlier this year, TRM Labs published a report claiming that CoinEx had processed more than $3.8 billion in flows linked to Iranian entities since 2019, including activity tied to Nobitex and other sanctioned counterparties.",,,,5%,$3.8,,negative,-0.7187597267329693
